LEN,LEX,SEN,SEX,PSM,SLV,CLS,NOP,RMR,TCS
False,False,False,False,0,0,19693.5,19693.5,4.0,Tue Nov  8 12:00:12 2022
False,False,False,False,0,0,19518.5,19518.5,4.0,Tue Nov  8 16:00:13 2022
False,True,True,False,0.326962429504316,20772.90315,18255.0,18255.0,4.0,Tue Nov  8 20:00:08 2022
False,False,False,False,0,0,18536.5,18536.5,4.0,Wed Nov  9 00:00:08 2022
False,False,False,False,0,0,18296.0,18296.0,4.0,Wed Nov  9 04:00:09 2022
False,False,False,False,0,0,18215.0,18215.0,4.0,Wed Nov  9 08:00:07 2022
False,False,False,False,0,0,17778.5,17778.5,4.0,Wed Nov  9 12:00:09 2022
False,False,False,False,0,0,17086.5,17086.5,4.0,Wed Nov  9 16:00:07 2022
False,True,True,False,0.445452725298293,18365.600875,16737.5,16737.5,4.0,Wed Nov  9 20:00:10 2022
False,True,True,False,0.32313100061774,18084.25858,15866.0,15866.0,4.0,Thu Nov 10 00:00:07 2022
False,False,False,False,0,0,16288.0,16288.0,4.0,Thu Nov 10 04:00:09 2022
False,False,False,False,0,0,16665.0,16665.0,4.0,Thu Nov 10 08:00:09 2022
False,False,False,False,0,0,16200.5,16200.5,4.0,Thu Nov 10 12:00:07 2022
False,False,False,False,0,0,17516.0,17516.0,4.0,Thu Nov 10 16:00:09 2022
False,False,False,False,0,0,17390.0,17390.0,4.0,Thu Nov 10 20:00:06 2022
False,False,False,False,0,0,17555.5,17555.5,4.0,Fri Nov 11 00:00:06 2022
False,False,False,False,0,0,16987.5,16987.5,4.0,Fri Nov 11 04:00:06 2022
False,False,False,False,0,0,17358.5,17358.5,4.0,Fri Nov 11 08:00:11 2022
False,False,False,False,0,0,17286.0,17286.0,4.0,Fri Nov 11 12:00:09 2022
False,False,False,False,0,0,16827.0,16827.0,4.0,Fri Nov 11 16:00:07 2022
False,False,False,False,0,0,16784.0,16784.0,4.0,Fri Nov 11 20:00:07 2022
False,False,False,False,0,0,16998.0,16998.0,4.0,Sat Nov 12 00:00:06 2022
False,False,False,False,0,0,16848.5,16848.5,4.0,Sat Nov 12 04:00:06 2022
